,sent,quote_tag,text_id,sent_id
5764,"Estiveram presentes 13 105 espectadores , que pagaram bilhetes com preços entre 8 500 e 170 000 escudos .",0,184,7
5765,Os 26 210 bilhetes impressos para as actuações de sexta e sábado venderam -se em_ o dia em que foram colocados a_ a venda ' 7 de Novembro ' em poucas horas .,0,184,8
5766,"A cantora , de 51 anos , cantou acompanhada por uma orquestra de 64 músicos e por_ o menos dois milhões de dólares de_ os honorários de_ a cantora vão ser entregues a oito organizações de luta contra a sida",0,184,9
5767,Trespasses aumentam em Setúbal,0,185,1
5768,Comerciantes alarmados com vendas fracas,0,185,2
5769,Raul Tavares,0,185,3
5770,Os comerciantes de Setúbal não sabem o que fazer a_ a vida .,0,185,4
5771,O Natal de_ este ano foi ' uma miséria ' e o sector atravessa a maior crise de sempre .,0,185,5
5772,Há mais culpados para além de_ os hipermercados .,0,185,6
5773,"A região de Setúbal , em especial o concelho sadino , está a registar um ' surto nunca visto ' de trespasses de lojas comerciais e a assistir , em menor número de casos , a_ o encerramento de unidades situadas em zonas mais populosas .",0,185,7
5774,Estas situações foram descritas a_,0,185,8
5775,"o PÚBLICO por Alfredo Rendas , de_ a Associação de_ o Comércio e Serviços de_ o Distrito de Setúbal ' ACSDS ' , que de_ esta forma quis dar ênfase a_ o ' desespero ' de_ os pequenos e médios comerciantes de_ a região , a braços com uma de_ as maiores crises de sempre",0,185,9
5776,"Para Alfredo Rendas , a situação É ' alarmante ' e tem vindo a agravar -se de forma drástica , o que ' está a levar os profissionais de_ o sector a alterarem radicalmente a sua vida ' , a_ o ponto de abandonarem o comércio .",1,185,10
5777,"' Confirmo que há muitos estabelecimentos a fechar , levando a_ o desemprego tanto patrões como empregados .",1,185,11
5778,"São pessoas que sempre fizeram esta vida e que agora não têm outra opção senão fechar a porta ' , desabafa .",1,185,12
5779,"O período natalício , habitualmente considerado um barómetro para os comerciantes em relação a_ as vendas , foi ' uma miséria ' que veio agudizar ainda mais a crise ,",0,185,13
5780,"já que é em_ esta altura que , explica Alfredo Rendas , ' se tenta equilibrar o barco ' .",1,185,14
5781,"De acordo com os números já conhecidos referentes a_ o mês de Dezembro , notou -se uma ' descida vertiginosa ' : menos cerca de 40 por cento comparativamente a 1992 .",0,185,15
5782,"Tudo contra Embora esta baixa não seja um exclusivo de Setúbal , a verdade é que , segundo a ACSDS , a região está a ser ' muito atingida ' , devido a_ o encerramento de muitas empresas durante este ano , o que levou a um ' brutal aumento de_ o desemprego ' . '",1,185,16
5783,"Já não é só a concorrência de_ as grandes superfícies que em_ os está a afectar ' , refere o dirigente associativo , acrescentando , porém , que esse continua a ser ' um de_ os maiores problemas ' e a ' grande machadada ' para o comércio tradicional .",1,185,17
5784,"A juntar a_ a recessão económica e a_ a concorrência de_ os hipermercados , Alfredo Rendas fala ainda de_ a venda ambulante não legalizada , de_ a venda porta a porta -- que , segundo afirma , está a invadir as repartições públicas , como os centros de saúde -- e de_ os mercados de levante .",0,185,18
5785,"Os comerciantes acusam a Câmara de Setúbal , por exemplo , de permitir o chamado ' mercado de_ a Xepa ' todas as semanas , um acontecimento que concentra muitos milhares de pessoas .",0,185,19
5786,"' Isto não é defender o comércio , nem os consumidores ' , afirma Alfredo Rendas .",1,185,20
5787,"O distrito de Setúbal é a região com maior concentração de pequeno e médio comércio , com 11,4 por cento de_ o total nacional , e a ACSDS é a maior associação de_ o género de_ o país , com cerca de doze mil membros",0,185,21
5788,"O GOLO de Pedro , o primeiro de_ a vitória ' 2-0 ' de_ o Guimarães sobre o Estoril , foi considerado por_ o PÚBLICO o melhor de_ a 14ª jornada de_ o campeonato nacional de futebol de_ a I Divisão .",0,186,1
5789,"Movimentando -se em_ o espaço de_ o ponta-de-lança , Pedro , mais lesto que os centrais estorilistas , ganhou a melhor posição em_ o coração de_ a área e com um remate forte e de primeira emendou um cruzamento a compasso e esquadro de_ o médio Paulo Bento .",0,186,2
5790,"Em_ esta jornada houve dois outros golos de fino recorte técnico -- o resultante de_ o violento pontapé livre com Sanchez fez o empate de_ o Boavista contra o FC Porto e o resultante de_ o petardo com que Calado , ainda fora de_ a grande área , abriu o caminho a_ o triunfo de_ o Estrela de_ a Amadora sobre o Famalicão -- , mas o de Pedro tem a particularidade de ter sido trabalhado por dois médios em espaços que não são de raiz os seus , designadamente as duas simulações com que Paulo Bento , em_ o flanco esquerdo e já sobre a linha de fundo , preparou o cruzamento fatal .",0,186,3
5791,"A_ o fim de 14 jornadas e com Marlon Brandão impedido de jogar por_ o técnico de_ o Boavista , Manuel José , Yekini , o ponta-de-lança nigeriano de_ o Vitória de Setúbal , assume a liderança de_ a lista de_ os melhores marcadores de_ o campeonato em_ a semana em que foi considerado o melhor jogador africano em_ a classificação de_ a revista ' Afrique Footbal",0,186,4
5792,"Bernardo Pinto de Almeida fala sobre a sua ' Pintura Portuguesa de_ o Século XX ' Novela sobre telas Óscar Faria ' Pintura Portuguesa em_ o Século XX ' é o novo , e polémico , livro de_ o historiador e crítico de arte Bernardo Pinto de Almeida .",1,187,1
5793,"Uma ' novela ' , editada por_ a Lello & Irmão Editores , em que a escolha de_ as principais personagens diverge consideravelmente de_ a proposta por José Augusto-França , em 1974 , em_ o seu estudo ' Arte em Portugal em_ o século XX ' .",1,187,2
5794,"Vieira de_ a Silva , por exemplo , tem de se contentar com um discreto papel secundário ...",0,187,3
5795,PÚBLICO -- Em 1986 escreveu uma ' Breve Introdução a_ a História de_ a Pintura Portuguesa em_ o Século XX ' .,1,187,4
5796,A obra que agora publica é o prosseguimento natural de_ esse seu trabalho anterior ?,0,187,5
5797,"Bernardo Pinto de Almeida -- O primeiro livro devia ter tido , em_ a altura , o tipo de apresentação de_ este , e a situação tinha ficado arrumada .",0,187,6
5798,"Em certa medida , retomo as problemáticas fundamentais que então levantei , talvez com uma reflexão que , em_ a altura , não poderia ainda ter , até por razões de idade .",0,187,7
5799,"Em_ o projecto agora apresentado procede -se a um levantamento de_ a pintura em Portugal em_ o século XX , vista a partir de_ a época em que estamos , com carácter didáctico e com uma intenção que poderia resumir de_ a seguinte maneira :",0,187,8
5800,este volume é uma espécie de prefácio a uma história de_ a pintura portuguesa de_ este século .,0,187,9
5801,"P. -- Se a contrastarmos com a ' Arte em Portugal em_ o Século XX ' , publicada em 1974 por José Augusto-França , esta sua obra traz uma nova leitura de_ esse período , onde ressaltam pormenores como , por exemplo , a quase ausência , crítica e iconográfica , de Vieira de_ a Silva.. .",1,187,10
5802,"R. -- Há um imenso mérito em_ a ' Arte em Portugal em_ o Século XX ' , de_ o professor França , que é o de ter sido a primeira obra de fundo sobre a arte em Portugal em_ essa época , independentemente de_ o acordo ou desacordo que se possa ter sobre este ou aquele ponto .",1,187,11
5803,"O que é sempre difícil é fazer o primeiro trabalho , é arrancar .",0,187,12
5804,"Para mim , e suponho que para a minha geração , a ' Arte em Portugal em_ o Século XX ' é uma obra de referência incontornável .",1,187,13
5805,"A minha história de_ a pintura -- vamos chamar -lhe assim -- não é contra a de_ o professor França , é apenas outra .",0,187,14
5806,"Antes de chegar a_ a questão de_ a Vieira de_ a Silva , gostava de dizer o seguinte :",0,187,15
5807,"Creio que as histórias de_ a arte , como toda a construção de_ a história escrita , participam sempre de uma base fictiva e mítica .",0,187,16
5808,"São , em certa medida , romances .",0,187,17
5809,"Em_ o de_ o professor França -- sem qualquer demérito para com a obra a_ o chamar -lhe romance -- , as grandes personagens estão muito bem delineadas : o Amadeo , o Almada , o António Pedro e a Vieira de_ a Silva .",0,187,18
5810,"A minha desloca esta genealogia para uma outra , mais consonante com a minha actividade como crítico de arte .",0,187,19
5811,"Assim , onde o professor França vê Amadeo como uma figura inaugural de_ a arte portuguesa , só lhe posso fazer justiça repetindo essa mesma presença .",0,187,20
5812,"Digamos que a minha novela -- não teria a coragem de lhe chamar romance , porque não tem essa densidade -- começa com a mesma personagem : o Amadeo de Sousa Cardoso , que a todos os títulos considero a figura fundadora , inaugural , de qualquer reflexão sobre arte portuguesa de_ este século .",0,187,21
5813,O Almada é uma notável personagem de ópera ' bufa ' e de um Portugal conturbado por uma política em permanente mutação .,0,187,22
5814,Parece -me,0,187,23
5815,"um notável poeta , um notável agitador de ideias , mas o crédito que lhe dou enquanto artista plástico é menor",0,187,24
5816,"Então , a primeira deslocação é justamente a de_ a figura de_ o Almada , enquanto grande pintor , para a de_ o Santa Rita , que não deixa obra , o que afinal é a própria condição de_ a arte de_ a época .",0,187,25
5817,"As grandes realizações de_ o início de_ o século não acontecem em_ a pintura , mas em_ a poesia , com o Pessoa , o Sá-Carneiro e a geração de ' Orpheu ' .",0,187,26
5818,"Vieira , ' bandeira '",0,187,27
5819,"P. -- Diz , em_ a introdução de_ o livro , que este corresponde a_ a ' necessidade de oferecer a_ o público não especializado referências para a compreensão concisa de_ os andamentos de_ a arte portuguesa ... ' .",1,187,28
5820,"Será legítimo , e volto a_ a questão , praticamente esquecer Vieira de_ a Silva ?",0,187,29
5821,"R. -- O reconhecimento de_ os movimentos modernistas , e mesmo de_ as vanguardas , a nível internacional , foi feito muito cedo .",0,187,30
5822,"Em Portugal , essa batalha só começou a ser ganha em_",0,187,31
5823,"os anos 40-50 e , mesmo assim , com alguma dificuldade",0,187,32
5824,"A Vieira serviu , em certa medida , a uma geração para fazer bandeira , para demonstrar que a arte portuguesa tinha direito a ser moderna e que era preciso reconhecer isso .",0,187,33
5825,"Ora , para o fazer , o prestígio que a própria Vieira tinha tido a_ o longo de_ o seu percurso parisiense era conjunturalmente favorável .",0,187,34
5826,"Olhando hoje , não creio que a importância de_ a Vieira tenha sido mais de_ o que essa , ou seja , a de ter constituído uma bandeira , um exemplo , um instrumento de combate , enfim , chame -se-lhe o que se quiser .",0,187,35
5827,"Hoje em dia é valorizada por razões que têm muito mais a ver , provavelmente , com o mercado , etc ...",0,187,36
5828,Não creio que a Vieira seja uma grande pintora portuguesa .,0,187,37
5829,"É uma notável artista , com uma obra extremamente apreciável , mas é fundamentalmente uma pintora de_ a Escola de Paris .",0,187,38
5830,Diria que esse lugar simbólico foi ocupado por Paula Rego .,0,187,39
5831,"De_ a mesma maneira , o lugar simbólico que várias gerações consignaram a António Pedro -- notável figura de_ a cultura portuguesa , como Almada o havia sido -- não lhe pode ser atribuído enquanto pintor .",0,187,40
5832,"Em_ a minha opinião , e estou disposto a levar a discussão até a_ as últimas consequências , a grande figura de_ o surrealismo português foi António Dacosta .",0,187,41
5833,"P. -- Pegando em_ a figura de Dacosta , a presença mais forte em todo o texto , pode -se afirmar que é ele o artista que faz a ponte entre a primeira e a segunda metades de_ o século em_ a pintura portuguesa ?",0,187,42
5834,R. -- Absolutamente .,0,187,43
5835,Considero que António Dacosta foi um grande artista de_ o século XX europeu .,0,187,44
5836,A pouca obra que deixou chega para se entender isso .,0,187,45
5837,"A partir de_ os anos 60 surgem alguns personagens que são de facto incontornáveis , como uma Lourdes Castro , que teve mais influência , mesmo em_ a arte francesa , de_ o que se possa pensar -- é preciso ver que o Christo e o Boltanski eram frequentadores assíduos de_ a sua casa , em_ os anos que ela passou em Paris .",0,187,46
5838,"Não se trata aqui de uma história de_ a escultura , mas devemos o primeiro manifesto de_ a arte ecológica , com a importância que isso teve em_ os anos 60-70 , a Alberto Carneiro , outro artista que será considerado absolutamente incontornável em_ o dia em que seja possível contar a história de_ a arte em Portugal sem complexos de inferioridade por relação com a europeia .",0,187,47
5839,"Acrescentaria um Álvaro Lapa , um Ângelo de Sousa , um Joaquim Bravo , para citar apenas aqueles que me parecem mais significativos .",0,187,48
5840,"A_ a cabeça de_ eles todos , como figura emblemática de_ este encontro e de_ esta necessidade de partir de uma informação actualizada para encontrar vias singulares de afirmação , chamaria , como em_ uma mesa de pé-de-galo , em_ uma sessão de mediuns , o nome de António Areal , a quem foi dedicada recentemente uma retrospectiva comissariada por João Pinharanda .",1,187,49
5841,"P. -- Chegamos a_ os anos 80 , considerada a década de_ o ' boom ' de_ a arte em Portugal .",0,187,50
5842,"Os seus ' personagens ' , mais uma vez , não são aqueles que muitas vezes são apontados , por_ o menos a nível mediático , como os mais significativos de_ esse tempo ...",0,187,51
5843,"R. -- A década de 80 , em Portugal , foi uma década de euforia em que se viveram vários climas .",0,187,52
5844,"Começou por um ambiente quente , de carácter expressionista , que foi importado , em certa medida , de_ as linguagens internacionais e que se organizou em torno de duas exposições :",0,187,53
5845,"' Depois de_ o Modernismo ' , em 83 , em_ a SNBA , co-comissariada por Cerveira Pinto e Leonel Moura , e em_ o ano seguinte , aqui em_ o Porto , com a mostra '",0,187,54
5846,"Os Novos Primitivos / os grandes plásticos ' , que eu próprio organizei .",0,187,55
5847,"O auge de_ este período foi atingido , em 85 , em_ a mostra ' Arquipélago ' , organizada em_ a SNBA , com artistas como Cabrita Reis , José Pedro Croft , Pedro Calapez , etc , que eu próprio prefaciei .",0,187,56
5848,"Essa exposição marcou o apogeu de uma vontade de regresso a_ a pintura que , como tive a oportunidade de dizer a_ o longo de_ os próprios anos 80 , correspondeu mais a uma necessidade de_ o mercado de_ o que a uma necessidade intrínseca de_ a própria arte .",0,187,57
5849,"Assim , experiências com um carácter conceptual mais assumido , quer vinda de artistas de gerações anteriores , quer de artistas de_ essa época , como o Leonel Moura , o Manuel Casimiro , etc , ficaram em_ a sombra .",0,187,58
5850,Os anos 80 foram um ' pot-pourri ' de acontecimentos e de euforias várias .,0,187,59
5851,"Eu permaneci , embora tenha começado justamente a minha actividade como crítico em_ o princípio de_ a década de 80 , sempre muito distante de_ essa euforia ; tive até , desde o início , algumas polémicas com alguns de_ os seus mentores espirituais .",0,187,60
5852,"Encarei com alguma reserva uma certa mediatização de_ a arte proposta por alguns colegas meus de_ a crítica , que apostavam muito mais em_ um carácter reprodutivo de_ as obras de_ o que em situações específicas .",0,187,61
5853,"Acho que falta trabalho , mas não vamos aqui entendê#",0,187,62
5854,-lo em_,0,187,63
5855,o sentido marxista de_ a alienação,0,187,64
5856,"A produção interessa -me pouco e o consumo interessa -me muito menos , são termos que convêm a_ a sociedade de_ o espectáculo , para a qual eu não estou disposto a dar nada .",0,187,65
5857,"O único ponto de resistência a_ a sociedade de_ o espectáculo é , de facto , o trabalho .",0,187,66
5858,"Diria , pois , que a década de 80 é sobretudo a época de revelação de grandes artistas como o Álvaro Siza Vieira ou o Manoel de Oliveira , fora de_ o domínio de_ as artes plásticas , mas ainda em_ o de_ as artes visuais .",0,187,67
5859,Requestionação saudável,0,187,68
5860,P. -- O último capítulo é dedicado a_ os anos 90 .,0,187,69
5861,"Em_ este período , os artistas que vai valorizar são , em_ a sua grande maioria , fotógrafos e escultores .",0,187,70
5862,"A pintura é quase deixada de lado , e nomes que vieram de_ os anos 80 e que surgem com mais visibilidade em_ a década actual , como o de João Paulo Feliciano , António Olaio , ou André Magalhães são preteridos por outros que não têm uma prática pictórica .",0,187,71
5863,Porquê ?,0,187,72
5864,"R. -- É preciso dizer , antes de_ o mais , que o livro se chama ' Pintura Portuguesa em_ o Século XX ' e que não se chama assim por acaso , porque mesmo quando falo de Cabrita Reis ou Gerardo Burmester -- cujas práticas hoje em dia estão muito mais próximas de uma objectualidade de_ o que de_ a pintura tal qual a entendemos -- , faço -o por se tratar de artistas que continuam a funcionar ' isto levaria muito tempo a explicar detalhadamente ' em_ o registo de_ a pintura , ainda que em três dimensões .",1,187,73
5865,"O João Paulo Feliciano é um artista que já não se movimenta exactamente em_ esse campo , e portanto não seria correcto inclui#",0,187,74
5866,-lo em_,0,187,75
5867,o livro .,0,187,76
5868,Outros nomes que se movimentam em campos diferenciados por relação com os de_ a pintura não são referidos porque não teriam cabimento em_ uma ' Pintura ...,0,187,77
5869,"' P. -- Mas é referido , por exemplo , o nome de Manuel Rosa , um escultor ...",0,187,78
5870,"R. -- É referido de passagem , por duas razões : para chamar a atenção de_ a falta que faz que este livro prolongue a sua investigação também em_ o domínio de_ a escultura e , digamos ' en passant ' , para referir a importância que dou a_ o trabalho de Manuel Rosa em_ o campo de_ a escultura portuguesa , a par de nomes como Alberto Carneiro , Ângelo de Sousa e Rui Sanches .",0,187,79
5871,"Deixando de lado esse aspecto , o que creio que existe em_ a nova pintura portuguesa , seja qual for o suporte escolhido , é um saudável requestionar de_ os pressupostos ideológicos de_ os anos 80 .",0,187,80
5872,"Até há muito pouco tempo , íamos a_ as exposições e víamos sempre a mesma coisa .",0,187,81
5873,"Agora , finalmente , parece ter aparecido um núcleo que propõe uma nova aproximação a_ a fenomenologia de_ a arte .",0,187,82
5874,"Falando de_ os anos 90 em_ a arte portuguesa , e sem querer ser profeta , chamo a atenção para uma nova situação , que tem de ser tomada em conta a tempo , o que , de resto , já foi feito , com os seus acertos e desacertos , através de_ a exposição ' Imagens para os Anos 90",0,187,83
5875,A resposta de Krutchov Nós não lutamos contra o imperialismo para morrer,0,188,1
5876,Querido companheiro Fidel Castro,0,188,2
5877,": Recebemos a sua carta de 28 de Outubro e as comunicações sobre as conversações que você , tal como o Presidente Dorticos , tiveram com o nosso embaixador .",0,188,3
5878,"Compreendemos a sua situação e levamos em conta as dificuldades que você tem agora , em_ a primeira etapa transitória depois de_ a liquidação de_ a tensão máxima , surgida devido a_ a ameaça de_ o ataque por parte de_ os imperialistas norte-americanos , o qual você aguardava a qualquer momento .",0,188,4
5879,"Compreendemos que , para si , estão criadas determinadas dificuldades por causa de termos prometido a_ o Governo de_ os Estados Unidos retirar a base de mísseis de Cuba , em_ a qualidade de arma ofensiva , em troca de_ o compromisso , por parte de_ os Estados Unidos , de desistir de_ os planos de invasão de Cuba por tropas de_ os próprios EUA e os seus aliados em_ o hemisfério ocidental , e de levantar assim a chamada quarentena , o que é o mesmo que dizer pôr fim a_ o bloqueio a Cuba .",0,188,5
5880,"Isto levou a_ a liquidação de_ o conflito em_ a zona de_ as Caraíbas , que acarretaria , como compreenderá , o choque entre duas potências poderosas e a sua transformação em_ a guerra mundial termonuclear e de mísseis .",0,188,6
5881,"Como fizemos compreender a_ o nosso embaixador , entre alguns cubanos existe a opinião de que o povo cubano desejaria uma declaração de outro género , mas , em todo o caso , não desejaria a declaração sobre a retirada de_ os mísseis .",0,188,7
5882,É possível que este tipo de sentimentos exista entre o povo .,0,188,8
5883,"Mas nós , personalidades políticas e de_ o Estado , somos dirigentes de_ o povo que não sabe tudo e não pode perceber de imediato tudo o que os dirigentes podem perceber .",0,188,9
5884,"Assim , devemos estar a_ a frente de_ o povo e então o povo seguir-CL-á -nos e respeitar-CL-á -nos .",0,188,10
5885,"Se nós , cedendo a_ os sentimentos de_ o povo , em_ os tivéssemos deixado levar por certas camadas electrizadas de_ a população e em_ os tívéssemos recusado a concertar o referido acordo com o Governo de_ os Estados Unidos , então , possivelmente , teria começado a guerra , em cujo decurso teriam perecido milhões de pessoas e cujos sobreviventes haveriam dito que a culpa era de_ os dirigentes que não tinham tomado as medidas necessárias para evitar essa guerra de aniquilação .",0,188,11
5886,"A prevenção de_ a guerra e de_ o ataque a Cuba dependiam não só de_ as medidas que os nossos governos adoptassem , mas também de_ as forças inimigas que estão situadas perto de vós .",0,188,12
5887,"Portanto , tinha que se considerar a situação em_ o seu todo .",0,188,13
5888,"Além de_ isso , há quem pense que nós e vós , como dizem , não efectuámos consultas acerca de_ estas questões antes de adoptar a decisão que conhece .",0,188,14
5889,"Por estes motivos , somos de opinião de que o consultámos , querido companheiro",0,188,15
5890,"Fidel Castro , tendo recebido os telegramas , cada um mais alarmante que o anterior , e , por fim , o seu telegrama de 27 de Outubro , em que disse quase ter a certeza de que o ataque a Cuba se consumaria .",0,188,16
5891,Você achava que era só uma questão de tempo : o ataque dar-CL-ia,0,188,17
5892,-se entre 24 horas a 72 horas .,0,188,18
5893,"A_ o receber este telegrama tão alarmante e sabendo eu de_ a sua coragem e valentia , achámos que se tratava de um alarme com absoluto fundamento .",0,188,19
5894,Não foi isto exactamente a consulta de_ a sua parte a nós ?,0,188,20
5895,Entendemos este telegrama como um sinal de alarme extremo .,0,188,21
5896,"Se , em_ as condições criadas , tendo também em conta que o desenfreado grupo bélico de_ os militaristas de_ os Estados Unidos queria aproveitar a situação criada para pôr em prática o ataque a Cuba , tivéssemos continuado com as consultas , teríamos perdido tempo e o ataque teria sido desferido .",0,188,22
5897,"Chegámos a_ a conclusão de que os nossos mísseis estratégicos em Cuba se haviam convertido em_ uma força atractiva para os imperialistas : assustaram -se e , por causa de_ o temor de que os mísseis fossem lançados , poderiam atrever -se a liquidá#",0,188,23
5898,por meio de bombardeamento ou a realizar a invasão de Cuba .,0,188,24
5899,E há também que dizer que podiam pô#,0,188,25
5900,-los fora de combate .,0,188,26
5901,"Assim sendo , repito , o seu alarme tinha todo o fundamento .",0,188,27
5902,"Em_ o seu telegrama de 27 de Outubro , propunha -nos que fôssemos os primeiros a desferir o golpe nuclear contra o território de_ o inimigo .",0,188,28
5903,Você compreende certamente a_ o que isto conduziria .,0,188,29
5904,"Isto não seria um simples golpe , mas o início de uma guerra mundial termonuclear .",0,188,30
5905,"Querido companheiro Fidel Castro , considero esta sua proposta incorrecta , ainda que compreenda os seus motivos .",0,188,31
5906,"Vivemos o momento mais grave , em que se podia iniciar a guerra mundial termonuclear .",0,188,32
5907,"Evidentemente que , em_ esse caso , os Estados Unidos sofreriam enormes perdas , mas a União Soviética e toda o campo socialista sofreriam também muito .",0,188,33
5908,"Em_ o que diz respeito a Cuba , para o povo cubano é difícil dizer quais poderiam ser as consequências de_ isso .",0,188,34
5909,"Em primeira análise , o fogo de_ a guerra queimaria Cuba .",0,188,35
5910,"Não há nenhuma duvida de que o povo cubano lutaria valentemente , mas também não há dúvida de que pereceria heroicamente .",0,188,36
5911,"Mas nós não lutamos contra o imperialismo para morrer , antes para aproveitar todas as nossas possibilidades , para perder menos em_ esta luta e ganhar mais para vencer conseguirmos a vitória de_ o comunismo .",0,188,37
5912,"Agora , como resultado de_ as medidas que tomámos , atingimos o objectivo pretendido quando entrámos em acordo consigo em_ o sentido de enviar os meios balísticos para Cuba .",0,188,38
5913,"Conseguimos arrancar a_ os Estados Unidos de_ a América o compromisso de não invadirem , eles próprios , Cuba e de não permitirem que os seus aliados de_ os países de_ a América Latina o façam .",0,188,39
5914,Conseguimos tudo isso sem o ataque nuclear .,0,188,40
5915,"Considerámos que havia que aproveitar toadas as possibilidades para defender Cuba , fortalecer a sua independência e soberania , fazer fracassar a agressão militar e excluir a hipótese de uma guerra mundial termonuclear em_ a etapa actual .",0,188,41
5916,E conseguimos isso .,0,188,42
5917,"Aqui , desde logo , fizemos concessões , aceitámos o compromisso de actuar segundo o princípio de uma concessão em troca de outra .",0,188,43
5918,"Os EUA fizeram também concessões , assumindo perante todo o mundo o compromisso de não atacar Cuba .",0,188,44
5919,"Por isso , se compararmos a agressão por parte de_ os Estados Unidos e a guerra termonuclear com o princípio de uma concessão em troca de outra , a manutenção de_ a inviolabilidade de_ a República de Cuba e a prevenção de_ a guerra mundial , penso que chegaremos a uma conclusão absolutamente clara .",0,188,45
5920,"Para já , em relação a_ a defesa quer de Cuba quer de outros países socialistas , não podemos confiar em_ o veto de_ o Governo de_ os Estados Unidos .",0,188,46
5921,"Adoptámos e continuaremos a adoptar , de_ aqui em diante , todas as medidas necessárias para fortalecer a nossa defesa e acumular forças para o caso de se vir a verificar a necessidade de um golpe como resposta .",0,188,47
5922,"Actualmente , em resultado de_ o nosso fornecimento de armas , Cuba está fortalecida como nunca .",0,188,48
5923,"Mesmo depois de_ o desmantelamento de_ as instalações nucleares , ficará a dispor de poderosas armas para responder a_ o inimigo , tanto em terra como em_ o ar e em_ o mar em_",0,188,49
5924,as proximidades de_ a ilha .,0,188,50
5925,"A_ o mesmo tempo , como certamente recordará , dissemos em_ a nossa mensagem a_ o Presidente de_ os Estados Unidos datada de 28 de Outubro , que ' desejamos simultaneamente que o povo cubano tenha a certeza de que estamos a seu lado e não abandonamos as nossas responsabilidades de prestar ajuda a_ o povo cubano ' .",1,188,51
5926,"Para todos os efeitos , percebe -se que isto constitui uma advertência eminentemente séria de_ a nossa parte a_",0,188,52
5927,o inimigo .,0,188,53
5928,Você declara também em_,0,188,54
5929,os comícios que não se pode confiar em_ a América de_ o Norte .,0,188,55
5930,"Isso é , evidentemente , justo .",0,188,56
5931,Consideramos também correctas as suas declarações relativamente a_ as condições de_ as conversações com os EUA .,0,188,57
5932,O abate de um avião norte-americano que sobrevoava Cuba foi uma medida útil porque esta operação terminou sem complicações .,0,188,58
5933,É uma lição para os imperialistas .,0,188,59
5934,Claro está que os nossos inimigos interpretaram os acontecimentos a_ a maneira de_ eles .,0,188,60
5935,A contra-revolução cubana também tratará de levantar a cabeça .,0,188,61
5936,Mas nós achamos que vocês dominaram por completo o inimigo interno sem a nossa ajuda .,0,188,62
5937,A coisa mais importante que conseguimos foi evitar actualmente a agressão por parte de_ o inimigo externo .,0,188,63
5938,Achamos que o agressor sofreu uma derrota .,0,188,64
5939,Preparava -se para agredir Cuba mas nós impedimo#,0,188,65
5940,-lo e obrigámo#,0,188,66
5941,"-lo a reconhecer , perante a opinião pública mundial , que não o fará em_ a actual etapa .",0,188,67
5942,Consideramos isto uma grande vitória .,0,188,68
5943,"Os imperialistas não vão , evidentemente , abandonar a luta contra o comunismo .",0,188,69
5944,Mas nós também temos os nossos planos e adoptaremos as nossas medidas .,0,188,70
5945,"Este processo de luta continuará enquanto , em_ o mundo , existirem dois sistemas político-sociais , enquanto um de_ eles -- e nós sabemos que será o nosso sistema comunista -- não vencer e não triunfar em todo o mundo .",1,188,71
5946,"Companheiro Fidel Castro , decidimos enviar -lhe esta resposta o mais rapidamente possível .",0,188,72
5947,Uma análise mais pormenorizada de tudo o que sucedeu será feita em_ a carta que em breve enviaremos .,0,188,73
5948,"Em_ essa carta , faremos a análise mais ampla de_ a situação e a nossa apreciação de_ os resultados de_ a liquidação de_ o conflito .",0,188,74
5949,"Agora , a_ o iniciarem -se as conversações sobre o resolução de_ o conflito , pedimos -lhe que em_ os comunique as suas considerações .",0,188,75
5950,"Por_ a nossa parte , continuaremos a informá#",0,188,76
5951,-lo de_ o desenvolver de_ estas conversações e a fazer as consultas necessárias .,0,188,77
5952,"Desejamos -lhe êxitos , companheiro Fidel Castro .",0,188,78
5953,"terá esses êxitos , sem dúvida alguma .",0,188,79
5954,"Todavia , haverá certamente algumas maquinações contra vós .",0,188,80
5955,"Mas , em conjunto convosco , adoptaremos todas as medidas necessárias para as deter e contribuir para o fortalecimento e para o desenvolvimento de_ a Revolução Cubana .",0,188,81
5956,N. Krutchov 30 de Outubro de 1962,0,188,82
5957,Palavras por dentro,0,189,1
5958,"Hoje , em_ o Bar Tertúlia , a_ as 23h30 , o Projecto Palavras por Dentro apresenta ' Hei_ de Voltar a_ o Assunto ' , uma ' performance ' sobre textos e canções de Erik Satie .",1,189,2
5959,Palavras,0,189,3
5960,Por Dentro é um projecto antigo e Erik Satie é um de_ os seus amores de sempre .,0,189,4
5961,"Manuel Cintra , poeta , cantor e actor , que hoje coordena as actividades , compartilhou -as antes com Constança Capdeville , que , em_ os anos setenta e oitenta , criou mais de um espectáculo cénico-musical sobre cenas e músicas de Satie .",0,189,5
5962,"A ' partner ' de_ o poeta-actor é , de_ esta vez , Argentina Nunes .",0,189,6
5963,Os projectos de Manuel Cintra para o ano que agora começa incluem novas produções .,0,189,7
5964,"Ainda em Janeiro , também em_ o Bairro Alto , mas em_ o Bar Nova , Alberto Pimenta estará com Manuel Cintra em_",0,189,8
5965,"a ' Refeição nº 3 ' , uma ' performance ' gastronómico-poética-musical .",0,189,9
5966,"E quem quiser seguir novas manifestações , terá uma ' Refeição nº 4 ' , em_ um outro Bar , o Bistro ' a Santa Luzia ' .",0,189,10
